7805	8083	1718	4218	4713	
768	8242	4319	6731	9090	
0	
3842	5105	8253	8859	543	
3842	606	9650	4752	3285	
4235	4345	4812	6407	6976	
911	2708	6567	450	1731	
696	9072	8030	871	6664	
7139	9361	606	3912	127	
3658	4982	6661	205	500	
3650	1213	5202	7465	9992	
0	
3283	559	3677	95	910	
0	
696	8030	3658	6664	9072	
0	
2826	7602	7991	1592	3248	
696	4386	5137	6149	6388	
1743	1894	5765	6374	26	
0	
3650	1213	5202	7465	9992	
8288	840	8253	2193	1058	
9305	5889	7794	2265	3658	
3842	232	207	316	606	
8534	23	483	669	2508	
6883	3231	7241	8623	9866	
3285	3842	207	316	1992	
440	751	2420	2505	3840	
0	
0	
606	3842	2620	9756	1527	
0	
3338	2115	3662	5920	7959	
122	15	61	174	317	
2043	2193	5122	6115	4149	
498	3258	4083	4185	4235	
3842	4034	207	1992	3285	
8384	15	61	174	360	
4648	5479	7715	9371	1473	
3842	207	232	316	1992	
8124	5999	335	83	2075	
6883	2647	614	208	735	
8253	1851	8288	7078	2870	
0	
7439	1210	5	2391	2966	
489	689	821	2325	4061	
250	501	941	2402	2700	
696	8030	3658	6664	9072	
8826	634	1178	1437	1652	
2968	7439	1210	7366	324	
5114	5879	676	750	4197	
606	6881	1527	1790	2464	
0	
6171	8638	8270	724	1221	
8534	4993	8577	3	159	
8124	5105	83	320	2075	
0	
6883	9539	2105	2626	3159	
1499	3159	5465	840	6778	
3071	8384	122	15	61	
2043	2193	5122	6115	4149	
2590	7039	23	679	919	
8030	9072	5105	696	871	
4482	4627	355	7411	8306	
849	8124	1337	2633	4212	
7805	1718	4218	4713	5646	
0	
840	8253	8288	5105	3842	
2966	8837	696	268	736	
7791	2583	7782	7824	8868	
1391	25	5847	9348	5008	
849	8250	8124	5926	6917	
0	
127	609	5481	8859	109	
3805	1759	2971	3575	4151	
4482	4627	7411	8306	5286	
6661	500	2272	2657	5400	
3650	1213	5202	7465	9992	
8288	840	1091	8253	1694	
5469	5692	259	526	5684	
8384	15	61	174	317	
8026	655	2647	614	427	
8253	6883	18	9539	1953	
0	
754	4699	919	944	1107	
1731	2708	5736	3875	1659	
4034	3842	9361	232	260	
3842	20	1080	4386	5029	
3658	8253	696	1159	8314	
2043	984	2885	3106	5122	
5469	526	5684	6998	476	
1106	8610	9	69	489	
849	1820	5492	9072	4164	
440	3824	1066	8788	2564	
696	8030	2731	5960	9072	
5854	7259	591	1261	2113	
1731	5736	2708	3875	1659	
6210	746	1493	2046	2212	
0	
7104	498	5019	7391	2056	
3159	208	1499	3875	6594	
8124	7805	147	7087	2643	
3842	260	316	2433	2521	
840	434	776	1688	1694	
1820	7558	6778	2202	8759	
0	
0	
614	2708	8253	1851	9825	
696	8030	9072	3658	6664	
440	3824	1066	8788	5019	
2	8740	9637	2628	2730	
1117	5	324	496	869	
2298	7581	3842	20	143	
8253	6883	8288	9539	8978	
8384	15	61	174	317	
0	
7078	1851	8288	840	1694	
489	689	821	2325	4061	
5736	1731	2708	1659	2004	
0	
3258	4083	4185	4235	4345	
0	
0	
4275	8973	6495	8124	2075	
2731	5960	8985	8030	696	
7139	9361	606	1790	2047	
5854	2223	21	375	2480	
207	316	1992	2620	2902	
0	
3875	696	911	1688	6594	
0	
440	244	1490	3824	5401	
3071	8384	122	6955	2996	
696	8030	3658	1159	2007	
8384	2236	3140	3183	4284	
6778	1222	1499	3159	4708	
6661	500	2657	5400	4982	
606	3842	2620	9756	1527	
3842	498	4386	5137	6149	
7078	1851	8741	8253	8851	
20	2590	4034	4280	7039	
2043	2193	5122	6115	4149	
5736	627	1058	5907	681	
0	
5736	627	1058	1731	5907	
8384	15	61	174	317	
1851	8253	8288	7078	2870	
8026	655	2647	1	197	
4391	5245	2311	3969	7675	
8253	1851	8288	7078	5105	
7139	9361	606	1790	2047	
0	
8384	3071	122	15	61	
8124	2075	6495	5105	1265	
840	7352	3159	8288	383	
6917	849	10	1820	2750	
7805	8030	5258	9997	2033	
8030	440	8788	2731	3824	
0	
849	2271	2647	8250	979	
3824	1066	8788	1474	8752	
8253	6883	8288	840	2329	
324	7439	1210	8713	9217	
3360	5184	122	2968	3926	
6661	500	2657	5400	4982	
8253	8288	1851	5105	7078	
3658	7794	1159	2966	4537	
2043	2193	5122	6115	3474	
8384	15	61	174	317	
0	
911	2708	6567	1731	2924	
3842	5105	8253	9185	8288	
8534	334	4993	8577	3	
0	
0	
2043	2193	5122	6115	4149	
849	1301	104	786	991	
6171	8270	8638	3158	4175	
8384	2820	2968	4140	4388	
3842	232	207	316	1992	
0	
2	8740	9637	2628	2730	
0	
0	
3842	5933	7805	3285	5258	
5286	6210	355	1701	2046	
3650	1213	7465	5202	9992	
5736	627	1058	1248	1659	
5469	526	5684	9384	6998	
0	
592	3460	6317	2470	3568	
754	4173	1812	4699	765	
0	
768	8242	2043	2193	5122	
6210	6677	30	85	1061	
696	9072	871	6664	7104	
5469	526	5684	6998	370	
324	7439	1210	5	2391	
8026	655	1	197	911	
0	
0	
3022	8297	8466	5258	5377	
497	8697	122	2242	2968	
8534	23	304	669	2508	
4013	5019	276	379	389	
8253	8288	7078	1851	5105	
7139	9361	606	1790	2047	
0	
125	133	162	247	1186	
9	689	821	2325	4061	
4670	5421	3159	1499	9690	
3842	3285	207	316	1992	
3842	464	3285	3346	1207	
207	316	1992	4386	4487	
2731	5960	8985	8030	696	
8253	6883	7078	1851	8741	
1851	8253	8288	7078	2870	
8697	2968	122	2242	3926	
4235	4345	4812	6407	6976	
8384	15	61	174	317	
5400	6661	2657	2229	5614	
250	326	941	2402	2700	
840	434	383	776	1688	
2193	4149	2043	3621	5122	
0	
6208	1	4023	4678	5012	
696	9072	2007	2229	2791	
8384	3071	122	15	61	
696	1094	2052	2966	4402	
3650	1213	5202	7465	9992	
500	746	833	1008	1135	
849	9350	63	196	562	
1812	4173	5251	517	3477	
6883	208	9866	2856	6451	
0	
0	
8072	3173	4288	5286	6210	
1812	4173	3477	5251	7387	
1499	3159	5465	840	6778	
0	
9072	696	8030	871	6664	
2158	6043	6495	248	2075	
1106	8534	4855	6138	334	
1106	8610	489	1193	5761	
5469	526	5684	6998	6651	
2966	324	7428	7439	1210	
5469	5684	6998	370	476	
5258	7805	9395	9759	440	
2043	2193	5122	6115	4149	
4482	3650	1213	4455	7465	
8124	2075	1986	6495	5105	
614	2708	1731	5736	8288	
440	8752	1474	2001	3824	
2780	6202	2115	3662	5920	
0	
0	
0	
0	
0	
644	3327	4226	7114	8729	
849	6808	4266	5592	2271	
6883	316	3842	4487	5068	
316	4487	5068	6333	4034	
7341	5565	2566	3871	8089	
8594	7821	4391	2311	1748	
5105	8124	7078	9821	8338	
5736	1731	2708	3875	1659	
8384	2236	3071	3140	3183	
2702	4150	4793	3284	8745	
316	3842	4487	5068	6333	
5736	1731	1248	5907	6594	
0	
5953	17	911	2708	2826	
7805	8030	5258	9997	2033	
8253	8288	1851	5105	7078	
6917	10	8885	8567	8959	
5286	6210	2046	6165	6741	
7366	7439	1210	8384	324	
0	
1212	2821	2219	3283	3516	
0	
0	
849	63	196	682	1625	
8253	6883	9539	5105	131	
0	
207	316	1992	4386	4487	
0	
1731	3875	6594	5907	5736	
840	7094	434	9880	102	
0	
0	
8288	3509	8253	8640	840	
6883	208	9866	2856	6451	
849	1301	104	786	991	
4235	4345	4812	6407	6976	
0	
8253	6883	614	2720	5105	
3650	2311	4391	8594	1213	
6093	17	259	2425	3067	
2043	984	2885	3106	5122	
2043	984	5122	6115	2193	
0	
7078	1851	6568	4588	1150	
1987	71	829	944	1302	
2731	696	5960	8030	8985	
498	5564	4235	4345	4812	
0	
2298	7581	4145	1536	2175	
768	8242	4319	1962	3573	
3283	559	3677	6317	95	
500	2229	5400	9092	2158	
207	316	1992	4386	4487	
2470	3568	6317	4456	1096	
8026	655	1	197	478	
5770	7446	9836	1520	1648	
4034	9361	3842	207	232	
2731	5960	8985	8030	696	
2043	984	5122	6115	2193	
0	
3650	5469	526	1213	2561	
5736	627	1058	5907	1731	
1356	9451	6416	8811	4485	
0	
696	1117	2606	2966	4537	
911	2708	6567	450	1731	
8384	15	61	174	317	
2620	3842	9756	1527	973	
840	434	383	776	1688	
1768	8552	2750	5175	1946	
127	5481	8859	7	255	
5258	5650	9880	1182	3858	
0	
526	5469	5684	6998	7139	
2647	6883	9850	321	735	
8288	8253	840	5105	7150	
3677	4456	1096	3704	4276	
0	
2097	3824	5719	7312	7626	
2968	7462	122	2242	3926	
7815	1302	1544	3285	9140	
2234	4	667	1111	2390	
8026	655	614	1	197	
3650	5469	526	1213	2561	
849	1163	1301	8250	5864	
0	
696	8030	9072	6664	871	
3650	1213	5202	7465	9992	
5736	5907	1731	6376	1058	
0	
614	3875	139	2746	6594	
0	
2099	5068	5484	5182	3670	
2590	7039	20	498	3740	
3842	3285	207	232	316	
8826	328	1178	1437	1652	
1820	318	849	5258	19	
2043	5122	6115	984	2193	
768	8242	2043	2193	5122	
0	
3830	9072	1169	2413	3518	
8288	8253	840	5550	5907	
5469	526	5684	6998	370	
440	3824	1066	8788	3646	
8384	15	61	174	317	
2298	7581	20	392	1080	
0	
8288	840	8253	614	3159	
498	4235	4345	4812	6407	
696	8030	3658	6664	9072	
5469	526	5684	6998	370	
207	316	1992	4386	4487	
768	1962	8242	4319	1179	
1058	2193	4149	2043	8	
0	
0	
8026	911	2708	6567	450	
5907	627	769	2625	5736	
3650	526	5469	6651	1213	
0	
1820	4372	4982	228	1016	
4014	7139	9361	606	405	
8384	15	61	174	317	
1212	4456	1096	121	559	
2193	2043	4149	5122	6115	
1820	3366	849	5492	1337	
4235	4345	4812	6407	6976	
0	
2043	5122	6115	2193	984	
8594	2193	4149	2043	2311	
143	207	316	1992	4386	
2590	7039	4994	5181	3456	
696	8030	9072	3658	6664	
0	
2043	5122	6115	984	2193	
127	609	6831	6969	7326	
262	20	612	644	674	
3842	5114	260	2994	9185	
127	609	754	919	1107	
0	
2590	7039	23	341	919	
2647	9850	6883	6753	4422	
6883	5736	8253	8623	9866	
849	63	196	562	1625	
0	
0	
0	
0	
9092	205	696	2007	2229	
498	5564	4235	4345	4812	
489	821	2325	4061	4426	
1851	8253	8288	7078	2870	
3650	5469	1213	6314	2561	
6883	9866	2856	6451	7995	
3650	1213	5202	7465	9992	
1106	3974	6637	8180	8610	
4482	4627	355	7411	8306	
9072	871	6664	8030	3658	
5736	4076	94	373	627	
1210	2043	3650	2193	5122	
127	500	609	2229	5400	
0	
2193	4149	2043	2708	3621	
6171	8270	8638	724	1221	
1058	2193	4149	2043	8	
768	5469	526	1962	4319	
6094	614	2647	2708	6463	
8253	6883	8288	9539	840	
0	
8253	5105	8288	1851	2590	
1117	9451	1356	6416	3910	
324	7439	1210	5	2391	
8253	1851	8288	5105	5286	
768	1962	1179	4319	6731	
8384	3071	122	15	61	
3974	1080	4024	111	2960	
5469	526	5684	6998	6651	
3338	1061	1362	1667	1829	
2391	2699	7366	324	7439	
2968	7366	7439	3926	8384	
8253	6883	8288	840	2329	
627	5907	1499	3159	6256	
4094	696	5424	5823	8253	
548	4906	1212	2702	3283	
696	7104	7583	8030	2052	
6171	8270	8638	3158	4175	
6883	8253	106	7324	8851	
849	8250	5926	8124	1337	
7104	7391	4773	242	379	
3071	122	6955	8384	2203	
526	5469	5684	6998	370	
696	8306	8030	9332	3658	
4275	9072	9305	148	1988	
849	1820	3456	8175	22	
1117	3118	4402	9451	1993	
746	1493	2212	2970	3654	
6883	2647	614	208	321	
8030	696	9303	8837	268	
1248	5736	627	696	2024	
0	
2628	2730	4105	4415	5442	
9850	2647	543	614	4422	
0	
9305	5	45	62	242	
0	
696	9072	871	6664	8030	
0	
1493	2212	2970	3654	4312	
127	609	5481	8859	7	
5258	9759	7805	1902	6210	
9072	696	871	6664	8030	
606	973	4591	3842	9361	
307	440	2420	2505	3840	
3842	3486	7727	9185	260	
0	
7104	6377	6674	4432	7391	
3842	4280	5294	3285	3346	
207	316	1992	2620	2902	
8384	3071	15	61	122	
0	
2097	3824	5719	7312	7626	
6883	9866	9539	8253	160	
768	8242	4319	8736	2193	
0	
0	
0	
754	2145	2298	2641	3873	
7805	8083	5258	7087	7611	
1648	2622	4227	9234	2684	
8242	4319	6731	9090	2193	
5907	627	656	2625	5736	
8253	6883	9539	5105	1953	
127	609	5481	8859	7	
0	
0	
3842	316	973	3912	4034	
7078	1851	8253	8288	8741	
840	434	383	1688	1694	
4275	148	1988	4828	6905	
7104	8657	1356	122	2242	
3658	1820	1159	4049	4815	
151	2184	6394	9874	244	
1356	963	1117	4485	4890	
696	1096	1224	2470	3568	
5	1633	2391	2966	3304	
8288	8253	840	4986	8640	
8253	5105	8288	7078	1851	
849	1301	104	991	1274	
2193	2043	4149	2311	3621	
4670	5421	91	1694	3203	
2043	5122	6115	2193	768	
4188	22	5670	102	1232	
6883	5736	8253	1222	2647	
6778	3881	1499	1222	3159	
8124	2075	7528	324	6495	
6661	2657	500	5400	416	
0	
324	7439	1210	8713	9217	
2043	2193	4149	5122	6115	
3650	1213	7465	5202	9992	
0	
5736	627	1058	1731	5907	
3658	1820	8776	696	9072	
0	
543	8253	8288	840	5105	
4280	20	207	316	1017	
4890	6208	1	127	496	
4034	9427	260	4421	9795	
4391	2311	8901	6353	8594	
1820	4235	4345	4812	6031	
4275	9072	148	1988	3218	
0	
2043	2193	4149	5122	6115	
849	8253	4160	1301	6883	
0	
8253	6883	3532	8623	8741	
696	8030	3658	1159	2007	
2234	2043	984	4	2885	
5424	696	5286	6210	6217	
1820	9943	6795	7794	5492	
0	
0	
2966	324	7428	7439	1210	
696	2590	5124	7039	7874	
849	1984	6808	2271	4266	
8026	655	614	1	197	
1731	2708	5736	3875	1659	
526	5469	5684	6998	370	
4386	5137	5514	6149	6407	
0	
1987	71	583	944	1302	
262	7114	20	612	644	
0	
3650	1213	5202	7465	9992	
746	1135	1493	2156	2212	
6731	9090	768	8242	2861	
8253	8288	1851	5105	7078	
5181	1527	1541	2521	4235	
0	
4391	2311	5245	7675	8594	
696	2966	8837	268	736	
8288	1091	8253	1694	3159	
5736	627	1058	5907	1731	
8288	8253	775	1731	2303	
4537	8388	9451	1117	9296	
8384	3071	15	61	122	
1356	9451	6416	8811	4485	
2193	4149	2043	3621	5122	
6210	5286	3650	6594	6801	
3071	8384	122	6955	15	
8250	1163	5926	1337	1301	
1820	1421	4982	7104	1016	
8851	6883	1340	7078	8741	
4386	5137	6149	6407	6679	
849	9350	63	196	562	
8384	3071	122	2236	3140	
0	
440	3824	1066	8788	1474	
0	
2590	4034	8859	7484	260	
440	3824	1066	8788	1474	
4670	5421	91	1694	5368	
2590	7039	2361	7	127	
8124	2029	5405	9239	9402	
3842	606	1527	2620	9756	
3650	5469	1213	2561	526	
6731	9090	2861	8242	768	
3568	127	609	3628	4535	
2647	9850	6883	4422	6248	
34	7078	9785	3364	91	
6883	9866	2626	5025	18	
316	4487	5068	6333	4034	
9072	696	6664	8030	3658	
768	8242	4319	6731	9090	
6883	9866	2856	6451	7995	
3842	4034	9361	260	316	
127	609	5481	109	3284	
8306	1117	4759	9451	1041	
543	5105	8253	7341	9880	
0	
849	1301	6167	4750	104	
7259	2590	5085	7039	1261	
606	1790	2620	4235	9756	
2298	5504	20	1080	3842	
1820	8253	1146	8388	9088	
0	
207	316	1992	3285	3842	
316	3842	973	4034	4591	
0	
7805	7087	9997	1182	8083	
7078	4670	5421	8851	1340	
0	
3881	241	7542	7	23	
6883	9866	2856	6451	7995	
2931	696	1851	6568	7104	
6731	9090	768	8242	2861	
2966	8837	696	268	736	
0	
3650	526	2311	5357	5469	
6524	6911	498	754	1107	
4235	4345	4812	6407	6976	
0	
8253	8288	6883	9539	840	
7104	754	6377	6674	4432	
7139	9361	606	1790	2047	
0	
8384	3071	122	15	61	
849	8124	1337	3407	4598	
427	1	197	478	590	
9305	5	45	62	242	
1820	4372	4982	228	1016	
3677	2470	6440	1096	245	
3875	1731	6594	1688	2708	
324	7439	1210	7366	7462	
911	2708	6567	450	1731	
8594	7821	4391	2043	1748	
179	1648	1967	2132	2240	
8026	655	614	427	1	
6143	1212	3283	7438	559	
0	
8430	2590	5314	7039	9734	
3658	1159	696	4982	5444	
840	8288	8253	7078	614	
1820	4372	4982	228	1016	
4188	849	8774	22	5670	
0	
2043	2193	5122	6115	4149	
8594	4391	2311	914	7049	
1836	1366	6955	15	61	
8253	6883	3532	8623	8288	
849	1301	2725	2859	5864	
8124	2075	6495	2170	3217	
262	20	612	644	674	
7462	324	2968	7439	8463	
6883	8756	911	2708	2803	
8384	15	61	174	317	
2043	2193	4149	5122	6115	
8253	5105	9238	228	2298	
696	8030	3658	6664	9072	
6495	2075	8124	4275	4438	
7805	7087	8083	9997	7611	
0	
250	326	501	2402	2700	
548	3284	56	2945	3460	
324	7439	1210	7366	7462	
8658	754	3220	5294	1987	
4456	121	2459	2821	3427	
0	
1010	8384	6883	3071	122	
0	
6883	9866	2856	6451	7995	
3268	5068	8574	2581	9795	
7805	7087	8083	9997	7611	
911	2708	6567	450	1731	
17	1898	6598	552	2195	
696	2579	5424	6592	3961	
0	
7805	5258	7087	8083	9997	
2826	7602	8253	1851	7655	
4386	5137	6149	6407	6679	
0	
1249	9072	2617	2966	4275	
6386	1820	3452	3186	4482	
5549	8059	9160	3027	7369	
1987	3716	17	71	583	
2043	984	5122	6115	696	
0	
2193	2043	768	5122	6115	
2043	2193	5122	6115	4149	
7805	1718	4218	4713	5646	
6883	2731	2626	5025	5960	
0	
2043	2193	4149	5122	6115	
4391	8594	2311	5245	3969	
4591	606	3842	2620	9756	
0	
0	
8124	2075	2703	2643	1814	
840	434	383	776	1688	
7078	4588	4670	5421	8851	
849	6883	2271	9350	63	
3858	5650	2590	5770	7039	
7114	7	203	223	539	
962	8826	4056	7113	328	
8859	3842	7815	3285	3912	
2043	2193	5122	6115	4149	
1820	6197	416	4372	4982	
122	7366	3926	8384	2968	
0	
0	
2708	8866	6094	614	3182	
2968	7439	1210	7366	324	
849	1301	104	786	1274	
0	
1114	21	1613	1142	7745	
4391	5245	2311	3969	7675	
207	316	1992	4386	4487	
8026	655	1	197	478	
7391	4773	8253	3792	4986	
3650	1213	5202	7465	9992	
0	
9730	4280	882	2298	3436	
3881	241	7542	171	7	
0	
2423	6872	7139	9361	1527	
8288	840	1091	8253	614	
3650	696	1213	9072	6314	
7805	5258	9997	7087	1182	
2007	2229	2791	9092	696	
7078	1135	4670	5421	8851	
5	1633	2391	2966	3304	
8384	6883	2236	3140	3183	
696	8268	8030	3658	9072	
548	3284	56	942	2702	
440	1066	2097	3824	5719	
2470	3568	6317	3166	4351	
7078	2757	5492	1446	1820	
6661	4982	2657	1820	5010	
9172	1851	4280	6045	8253	
3842	3285	207	316	1992	
9092	4432	7104	5614	6661	
8384	15	61	174	317	
8253	8288	8741	3222	3230	
4655	1	118	7592	1033	
3842	9185	260	2994	137	
0	
0	
0	
7794	2265	3658	3937	7781	
8534	3	159	334	2134	
2043	2193	8594	768	5122	
9361	606	973	4591	7537	
8384	3071	122	2236	3140	
7114	7	631	644	693	
768	8242	4319	1962	3573	
6171	8270	8638	3590	7246	
1356	9451	6416	8811	4485	
2043	2193	4149	5122	6115	
7805	5258	9997	7087	1182	
8030	6269	6807	440	5669	
8384	3071	122	2236	3140	
2590	7039	670	3456	4994	
1117	5130	6189	9451	876	
8384	15	61	174	317	
6623	2364	8474	696	2052	
4412	8030	7805	4173	5258	
2043	2193	5122	6115	4149	
0	
696	9072	4282	7027	7104	
7805	5258	8030	9997	2033	
8288	840	1091	8253	1694	
6778	9960	1222	1499	2030	
7078	7139	9361	606	612	
7078	1851	8288	4588	840	
2647	9850	4422	8253	1797	
8384	3071	122	15	61	
7259	9509	5085	3740	4500	
5	911	1117	1633	2391	
5286	6210	2046	5328	6165	
2193	4149	2043	3621	8	
0	
0	
1667	1829	1977	2733	2809	
6731	9090	768	8242	2861	
3392	5958	207	316	1714	
2	8740	9637	2002	390	
0	
440	3824	8788	1474	2097	
6210	1362	6677	6877	2046	
1926	2059	2097	3981	4275	
5068	9795	3452	2372	81	
0	
3842	207	232	316	1992	
3881	241	7	23	157	
0	
8124	2075	6495	2170	3217	
7366	7439	9305	122	1210	
7078	1851	5389	6568	7049	
0	
696	3799	8030	3658	6664	
1117	9451	1356	6416	3910	
20	4386	5029	5137	6149	
